Domain,Problem,SPC,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0,v6.2.0,v6.1.0,v6.0.0,v5.5.0,v5.4.0,v5.3.0,v5.2.0,v5.1.0,v5.0.0,v4.1.0,v4.0.1,v4.0.0,v3.7.0,v3.5.0,v3.4.0,v3.3.0,v3.2.0,v3.1.0,v2.7.0,v2.6.0,v2.5.0,v2.4.0,v2.3.0.,v2.3.0,v2.2.1,v2.2.0,v2.1.0,v2.0.0,.0
LCL,LCL585^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL586^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL587^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL588^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL589^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL590^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL591^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL592^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL593^1.p,TH0_CSA_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,
LCL,LCL594^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,,,,,,,,,,,,,,,,
LCL,LCL595^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.17,0.20,0.20,0.20,0.20,0.20,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL596^1.p,TH0_CSA_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,
LCL,LCL597^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL598^1.p,TH0_CSA_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,
LCL,LCL599^1.p,TH0_CSA_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,
LCL,LCL600^1.p,TH0_THM_EQU_NAR,0.10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.20,0.20,0.20,0.20,0.20,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL601^1.p,TH0_THM_EQU_NAR,0.10,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL602^1.p,TH0_THM_EQU_NAR,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14,0.14,0.17,0.17,0.17,0.17,0.17,0.17,0.20,0.20,0.20,0.20,0.20,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL603^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.17,0.20,0.20,0.20,0.20,0.20,0.33,0.33,0.67,,,,,,,,,,,,,,,,
LCL,LCL604^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.20,0.20,0.20,0.20,0.20,0.33,0.33,0.67,,,,,,,,,,,,,,,,
LCL,LCL605^1.rm,null,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL606^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL607^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL608^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL609^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL610^1.rm,null,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL611^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL612^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL613^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL614^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL615^1.p,TH0_CSA_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,
LCL,LCL616^1.rm,null,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,
LCL,LCL617^1.p,TH0_CSA_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,,,,,,,,,,,,,,,
LCL,LCL618^1.p,TH0_THM_EQU_NAR,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL619^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.20,0.20,0.20,0.20,0.20,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL620^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL621^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,,,,,,,,,,,,,,,,
LCL,LCL622^1.rm,null,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,
LCL,LCL623^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL624^1.p,TH0_THM_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,,,,,,,,,,,,,,,,
LCL,LCL625^1.p,TH0_THM_EQU_NAR,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL626^1.p,TH0_THM_EQU_NAR,0.10,0.11,0.11,0.11,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL627^1.rm,THF_THM_EQU,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL628^1.rm,null,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,
LCL,LCL629^1.p,TH0_THM_EQU_NAR,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL630^1.p,TH0_THM_EQU_NAR,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL631^1.p,TH0_THM_EQU_NAR,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL632^1.p,TH0_THM_EQU_NAR,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL633^1.p,TH0_CSA_EQU_NAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
LCL,LCL634^1.p,TH0_CSA_EQU_NAR,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,,1.00,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL636+1.001.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,
LCL,LCL636+1.005.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.15,0.18,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.45,0.50,0.53,,,,,,,,,,,,,,,,,
LCL,LCL636+1.010.p,FOF_THM_RFO_NEQ,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.93,0.93,0.93,0.93,0.93,0.95,,1.00,,,,,,,,,,,,,,,,,
LCL,LCL636+1.015.p,FOF_THM_RFO_NEQ,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,
LCL,LCL636+1.020.p,FOF_THM_RFO_NEQ,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,
LCL,LCL637+1.001.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL637+1.005.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL637+1.010.p,FOF_CSA_RFO_NEQ,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.75,0.83,0.86,0.86,0.86,,,,,,,,1.00,,,,,,,,,,,,,,,,,
LCL,LCL637+1.015.p,FOF_CSA_RFO_NEQ,0.67,0.67,0.67,0.67,0.67,0.67,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,,,,,,,,1.00,,,,,,,,,,,,,,,,,
LCL,LCL637+1.020.p,FOF_CSA_RFO_NEQ,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,
LCL,LCL638+1.001.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.11,,,,,,,,,,,,,,,,,
LCL,LCL638+1.005.p,FOF_THM_RFO_NEQ,0.12,0.14,0.14,0.14,0.14,0.14,0.14,0.17,0.23,0.23,0.23,0.23,0.27,0.36,0.36,0.36,0.36,0.36,0.36,0.43,0.63,0.63,0.63,,,,,,,,,,,,,,,,,
LCL,LCL638+1.010.p,FOF_THM_RFO_NEQ,0.57,0.57,0.57,0.57,0.67,0.67,0.67,0.67,0.69,0.69,0.69,0.69,0.73,0.75,0.75,0.79,0.79,0.79,0.79,0.79,0.89,0.89,0.89,,,,,,,,,,,,,,,,,
LCL,LCL638+1.015.p,FOF_THM_RFO_NEQ,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,,,,,,,,,,,,,,,,,
LCL,LCL638+1.020.p,FOF_THM_RFO_NEQ,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.91,0.91,0.91,0.91,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,,,,,,,,,,,,,,,,,
LCL,LCL639+1.001.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL639+1.005.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.33,0.33,0.33,0.33,0.33,0.33,0.67,,,,,,,,,,,,,,,,,
LCL,LCL639+1.010.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,,,,,,,,,,,,,,,,,
LCL,LCL639+1.015.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.29,0.29,0.29,0.43,0.62,0.62,0.62,0.62,0.67,0.67,1.00,,,,,,,,,,,,,,,,,
LCL,LCL639+1.020.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.57,0.62,0.62,0.62,0.62,0.67,0.67,1.00,,,,,,,,,,,,,,,,,
LCL,LCL640+1.001.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.09,0.21,0.21,0.21,0.21,0.21,0.21,0.29,0.40,0.42,0.42,,,,,,,,,,,,,,,,,
LCL,LCL640+1.005.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.15,0.15,0.18,0.36,0.36,0.36,0.36,0.36,0.36,0.43,0.68,0.68,0.68,,,,,,,,,,,,,,,,,
LCL,LCL640+1.010.p,FOF_THM_RFO_NEQ,0.19,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.36,0.43,0.43,0.43,0.43,0.43,0.43,0.50,0.74,0.74,0.74,,,,,,,,,,,,,,,,,
LCL,LCL640+1.015.p,FOF_THM_RFO_NEQ,0.19,0.31,0.31,0.31,0.31,0.31,0.36,0.36,0.36,0.36,0.36,0.38,0.45,0.50,0.50,0.57,0.57,0.57,0.57,0.64,0.75,0.83,0.84,,,,,,,,,,,,,,,,,
LCL,LCL640+1.020.p,FOF_THM_RFO_NEQ,0.38,0.38,0.38,0.38,0.38,0.38,0.46,0.46,0.46,0.46,0.46,0.46,0.55,0.71,0.71,0.71,0.71,0.71,0.71,0.79,0.90,0.94,1.00,,,,,,,,,,,,,,,,,
LCL,LCL641+1.001.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL641+1.005.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL641+1.010.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL641+1.015.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,,
LCL,LCL641+1.020.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.25,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,,,,,,
LCL,LCL642+1.001.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.15,0.15,0.18,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.42,0.42,0.42,,,,,,,,,,,,,,,,,
LCL,LCL642+1.005.p,FOF_THM_RFO_NEQ,0.12,0.21,0.21,0.21,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.43,0.43,0.43,0.43,0.50,0.53,0.53,0.53,,,,,,,,,,,,,,,,,
LCL,LCL642+1.010.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.43,0.43,0.50,0.58,0.58,0.58,,,,,,,,,,,,,,,,,
LCL,LCL642+1.015.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.50,0.68,0.68,0.68,,,,,,,,,,,,,,,,,
LCL,LCL642+1.020.p,FOF_THM_RFO_NEQ,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.25,0.25,0.25,0.57,0.57,0.57,0.57,0.64,0.84,0.84,0.84,,,,,,,,,,,,,,,,,
LCL,LCL643+1.001.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL643+1.005.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL643+1.010.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL643+1.015.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL643+1.020.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL644+1.001.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,,,,,,,,,,,,,,,,,
LCL,LCL644+1.005.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.11,,,,,,,,,,,,,,,,,
LCL,LCL644+1.010.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.10,0.10,0.10,0.10,0.11,0.11,,,,,,,,,,,,,,,,,
LCL,LCL644+1.015.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.10,0.10,0.10,0.10,0.11,0.11,,,,,,,,,,,,,,,,,
LCL,LCL644+1.020.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.16,,,,,,,,,,,,,,,,,
LCL,LCL645+1.001.p,FOF_CSA_EPR_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL645+1.005.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL645+1.010.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL645+1.015.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL645+1.020.p,FOF_CSA_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
LCL,LCL645-10.001.p,CNF_SAT_RFO_PEQ_UEQ,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCL,LCL646+1.001.p,FOF_THM_EPR_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,,,,,,,,,,,,,,,,,
LCL,LCL646+1.005.p,FOF_THM_RFO_NEQ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.09,0.29,0.29,0.29,0.29,0.29,0.29,0.36,0.55,0.67,0.68,,,,,,,,,,,,,,,,,
LCL,LCL646+1.010.p,FOF_THM_RFO_NEQ,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.82,0.82,0.82,0.82,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.95,,,,,,,,,,,,,,,,,
LCL,LCL646+1.015.p,FOF_THM_RFO_NEQ,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,,,,,,,,,,,,,,,,,
